engineio.server, 693, 2022-09-15 19:12:28,693, c5549326b135413bae1bb0eccbf345a9: Client is gone, closing socket, INFO
engineio.server, 695, 2022-09-15 19:12:28,695, c5549326b135413bae1bb0eccbf345a9: Client is gone, closing socket, INFO
engineio.server, 937, 2022-09-15 19:12:28,937, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 938, 2022-09-15 19:12:28,938, Receive error -- socket is closed, INFO
engineio.server, 198, 2022-09-15 19:12:31,198, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet OPEN data {'sid': '49b20c6e5da54ddeb51b101b7bfad54e', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 198, 2022-09-15 19:12:31,198, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet MESSAGE data 0, INFO
engineio.server, 206, 2022-09-15 19:12:31,206, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet MESSAGE data 0/chat, INFO
engineio.server, 207, 2022-09-15 19:12:31,207, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 211, 2022-09-15 19:12:31,211, 49b20c6e5da54ddeb51b101b7bfad54e: Received request to upgrade to websocket, INFO
engineio.server, 218, 2022-09-15 19:12:31,218, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 219, 2022-09-15 19:12:31,219, received event "joined" from 49b20c6e5da54ddeb51b101b7bfad54e [/chat], INFO
socketio.server, 219, 2022-09-15 19:12:31,219, 49b20c6e5da54ddeb51b101b7bfad54e is entering room しし [/chat], INFO
socketio.server, 220, 2022-09-15 19:12:31,220, emitting event "status" to しし [/chat], INFO
engineio.server, 220, 2022-09-15 19:12:31,220, d972102e4f62416dbd3c4e994989a406: Sending packet MESSAGE data 2/chat,["status",{"msg":"asds\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 220, 2022-09-15 19:12:31,220, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet MESSAGE data 2/chat,["status",{"msg":"asds\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 226, 2022-09-15 19:12:31,226, 49b20c6e5da54ddeb51b101b7bfad54e: Upgrade to websocket successful, INFO
engineio.server, 792, 2022-09-15 19:12:32,792, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 794, 2022-09-15 19:12:32,794, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 791, 2022-09-15 19:12:58,791, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 792, 2022-09-15 19:12:58,792, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 120, 2022-09-15 19:13:03,120, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 120, 2022-09-15 19:13:03,120, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 794, 2022-09-15 19:13:24,794, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 795, 2022-09-15 19:13:24,795, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 462, 2022-09-15 19:13:28,462, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 464, 2022-09-15 19:13:28,464, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 796, 2022-09-15 19:13:50,796, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 797, 2022-09-15 19:13:50,797, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 462, 2022-09-15 19:13:54,462, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 462, 2022-09-15 19:13:54,462, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 795, 2022-09-15 19:14:16,795, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 795, 2022-09-15 19:14:16,795, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 461, 2022-09-15 19:14:20,461, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 463, 2022-09-15 19:14:20,463, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 801, 2022-09-15 19:14:42,801, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 801, 2022-09-15 19:14:42,801, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 455, 2022-09-15 19:14:46,455, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 455, 2022-09-15 19:14:46,455, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 796, 2022-09-15 19:15:08,796, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 798, 2022-09-15 19:15:08,798, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 454, 2022-09-15 19:15:12,454, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 455, 2022-09-15 19:15:12,455, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 792, 2022-09-15 19:15:34,792, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 794, 2022-09-15 19:15:34,794, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 461, 2022-09-15 19:15:38,461, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 462, 2022-09-15 19:15:38,462, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 800, 2022-09-15 19:16:00,800, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 800, 2022-09-15 19:16:00,800, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 461, 2022-09-15 19:16:04,461, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 462, 2022-09-15 19:16:04,462, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 791, 2022-09-15 19:16:26,791, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 792, 2022-09-15 19:16:26,792, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 460, 2022-09-15 19:16:30,460, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 462, 2022-09-15 19:16:30,462, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 791, 2022-09-15 19:16:52,791, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 792, 2022-09-15 19:16:52,792, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 460, 2022-09-15 19:16:56,460, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 461, 2022-09-15 19:16:56,461, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 791, 2022-09-15 19:17:18,791, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 793, 2022-09-15 19:17:18,793, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 460, 2022-09-15 19:17:22,460, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 462, 2022-09-15 19:17:22,462, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 803, 2022-09-15 19:17:43,803, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 805, 2022-09-15 19:17:43,805, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 732, 2022-09-15 19:17:46,732, d972102e4f62416dbd3c4e994989a406: Received packet MESSAGE data 2/chat,["text",{"msg":"けいしかいしぉ"}], INFO
socketio.server, 734, 2022-09-15 19:17:46,734, received event "text" from d972102e4f62416dbd3c4e994989a406 [/chat], INFO
socketio.server, 737, 2022-09-15 19:17:46,737, emitting event "message" to しし [/chat], INFO
engineio.server, 738, 2022-09-15 19:17:46,738, d972102e4f62416dbd3c4e994989a406: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\u3141\u3134\u3147\u313b\u3134\u3147\u3139"}], INFO
engineio.server, 739, 2022-09-15 19:17:46,739, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\u3141\u3134\u3147\u313b\u3134\u3147\u3139"}], INFO
engineio.server, 219, 2022-09-15 19:17:49,219, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 219, 2022-09-15 19:17:49,219, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 817, 2022-09-15 19:18:08,817, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 818, 2022-09-15 19:18:08,818, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 427, 2022-09-15 19:18:15,427, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 427, 2022-09-15 19:18:15,427, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 835, 2022-09-15 19:18:33,835, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 837, 2022-09-15 19:18:33,837, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 935, 2022-09-15 19:18:52,935, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 937, 2022-09-15 19:18:52,937, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 844, 2022-09-15 19:18:58,844, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 845, 2022-09-15 19:18:58,845, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 274, 2022-09-15 19:19:22,274, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 276, 2022-09-15 19:19:22,276, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 796, 2022-09-15 19:19:24,796, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 796, 2022-09-15 19:19:24,796, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 459, 2022-09-15 19:19:47,459, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 460, 2022-09-15 19:19:47,460, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 803, 2022-09-15 19:19:50,803, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 804, 2022-09-15 19:19:50,804, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 458, 2022-09-15 19:20:13,458, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 458, 2022-09-15 19:20:13,458, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 795, 2022-09-15 19:20:16,795, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 796, 2022-09-15 19:20:16,796, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 794, 2022-09-15 19:20:42,794, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 794, 2022-09-15 19:20:42,794, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 813, 2022-09-15 19:20:45,813, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 815, 2022-09-15 19:20:45,815, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 794, 2022-09-15 19:21:08,794, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 796, 2022-09-15 19:21:08,796, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 265, 2022-09-15 19:21:22,265, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 266, 2022-09-15 19:21:22,266, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 792, 2022-09-15 19:21:34,792, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 793, 2022-09-15 19:21:34,793, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 173, 2022-09-15 19:21:53,173, 49b20c6e5da54ddeb51b101b7bfad54e: Received packet PING data None, INFO
engineio.server, 173, 2022-09-15 19:21:53,173, 49b20c6e5da54ddeb51b101b7bfad54e: Sending packet PONG data None, INFO
engineio.server, 233, 2022-09-15 19:24:11,233, Server initialized for eventlet., INFO
werkzeug, 239, 2022-09-15 19:24:11,239,  * Restarting with stat, INFO
engineio.server, 872, 2022-09-15 19:24:12,872, Server initialized for eventlet., INFO
werkzeug, 880, 2022-09-15 19:24:12,880,  * Debugger is active!, WARNING
werkzeug, 885, 2022-09-15 19:24:12,885,  * Debugger PIN: 141-603-018, INFO
engineio.server, 639, 2022-09-15 19:24:13,639, 959fa07a495646488fd739dc9fff79b0: Sending packet OPEN data {'sid': '959fa07a495646488fd739dc9fff79b0', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 640, 2022-09-15 19:24:13,640, 959fa07a495646488fd739dc9fff79b0: Sending packet MESSAGE data 0, INFO
engineio.server, 646, 2022-09-15 19:24:13,646, 959fa07a495646488fd739dc9fff79b0: Received packet MESSAGE data 0/chat, INFO
engineio.server, 649, 2022-09-15 19:24:13,649, 959fa07a495646488fd739dc9fff79b0: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 656, 2022-09-15 19:24:13,656, 959fa07a495646488fd739dc9fff79b0: Received request to upgrade to websocket, INFO
engineio.server, 807, 2022-09-15 19:24:13,807, 959fa07a495646488fd739dc9fff79b0: Upgrade to websocket successful, INFO
engineio.server, 808, 2022-09-15 19:24:13,808, 959fa07a495646488fd739dc9fff79b0: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 810, 2022-09-15 19:24:13,810, received event "joined" from 959fa07a495646488fd739dc9fff79b0 [/chat], INFO
socketio.server, 811, 2022-09-15 19:24:13,811, 959fa07a495646488fd739dc9fff79b0 is entering room しし [/chat], INFO
socketio.server, 812, 2022-09-15 19:24:13,812, emitting event "status" to しし [/chat], INFO
engineio.server, 812, 2022-09-15 19:24:13,812, 959fa07a495646488fd739dc9fff79b0: Sending packet MESSAGE data 2/chat,["status",{"msg":"asds\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 797, 2022-09-15 19:24:18,797, a0aac3eb1148499b99cf02d1d5c7562b: Sending packet OPEN data {'sid': 'a0aac3eb1148499b99cf02d1d5c7562b', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 798, 2022-09-15 19:24:18,798, a0aac3eb1148499b99cf02d1d5c7562b: Sending packet MESSAGE data 0, INFO
engineio.server, 813, 2022-09-15 19:24:18,813, a0aac3eb1148499b99cf02d1d5c7562b: Received packet MESSAGE data 0/chat, INFO
engineio.server, 815, 2022-09-15 19:24:18,815, a0aac3eb1148499b99cf02d1d5c7562b: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 816, 2022-09-15 19:24:18,816, a0aac3eb1148499b99cf02d1d5c7562b: Received request to upgrade to websocket, INFO
engineio.server, 822, 2022-09-15 19:24:18,822, a0aac3eb1148499b99cf02d1d5c7562b: Upgrade to websocket successful, INFO
engineio.server, 824, 2022-09-15 19:24:18,824, a0aac3eb1148499b99cf02d1d5c7562b: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 824, 2022-09-15 19:24:18,824, received event "joined" from a0aac3eb1148499b99cf02d1d5c7562b [/chat], INFO
socketio.server, 825, 2022-09-15 19:24:18,825, a0aac3eb1148499b99cf02d1d5c7562b is entering room しし [/chat], INFO
socketio.server, 825, 2022-09-15 19:24:18,825, emitting event "status" to しし [/chat], INFO
engineio.server, 826, 2022-09-15 19:24:18,826, 959fa07a495646488fd739dc9fff79b0: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 826, 2022-09-15 19:24:18,826, a0aac3eb1148499b99cf02d1d5c7562b: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 32, 2022-09-15 19:25:14,032, Server initialized for eventlet., INFO
werkzeug, 38, 2022-09-15 19:25:14,038,  * Restarting with stat, INFO
engineio.server, 910, 2022-09-15 19:25:14,910, Server initialized for eventlet., INFO
werkzeug, 913, 2022-09-15 19:25:14,913,  * Debugger is active!, WARNING
werkzeug, 918, 2022-09-15 19:25:14,918,  * Debugger PIN: 141-603-018, INFO
engineio.server, 979, 2022-09-15 19:25:14,979, 6447a370ce364f969945cbb15510bdf2: Sending packet OPEN data {'sid': '6447a370ce364f969945cbb15510bdf2', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 981, 2022-09-15 19:25:14,981, 6447a370ce364f969945cbb15510bdf2: Sending packet MESSAGE data 0, INFO
engineio.server, 988, 2022-09-15 19:25:14,988, 6447a370ce364f969945cbb15510bdf2: Received packet MESSAGE data 0/chat, INFO
engineio.server, 989, 2022-09-15 19:25:14,989, 6447a370ce364f969945cbb15510bdf2: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 991, 2022-09-15 19:25:14,991, 6447a370ce364f969945cbb15510bdf2: Received request to upgrade to websocket, INFO
engineio.server, 10, 2022-09-15 19:25:15,010, 6447a370ce364f969945cbb15510bdf2: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 10, 2022-09-15 19:25:15,010, received event "joined" from 6447a370ce364f969945cbb15510bdf2 [/chat], INFO
socketio.server, 11, 2022-09-15 19:25:15,011, 6447a370ce364f969945cbb15510bdf2 is entering room しし [/chat], INFO
socketio.server, 11, 2022-09-15 19:25:15,011, emitting event "status" to しし [/chat], INFO
engineio.server, 11, 2022-09-15 19:25:15,011, 6447a370ce364f969945cbb15510bdf2: Sending packet MESSAGE data 2/chat,["status",{"msg":"asds\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 18, 2022-09-15 19:25:15,018, 6447a370ce364f969945cbb15510bdf2: Upgrade to websocket successful, INFO
engineio.server, 73, 2022-09-15 19:25:15,073, fd443bb3eefd4c3e80ad2b225d251774: Sending packet OPEN data {'sid': 'fd443bb3eefd4c3e80ad2b225d251774', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 75, 2022-09-15 19:25:15,075, fd443bb3eefd4c3e80ad2b225d251774: Sending packet MESSAGE data 0, INFO
engineio.server, 78, 2022-09-15 19:25:15,078, fd443bb3eefd4c3e80ad2b225d251774: Received packet MESSAGE data 0/chat, INFO
engineio.server, 79, 2022-09-15 19:25:15,079, fd443bb3eefd4c3e80ad2b225d251774: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 83, 2022-09-15 19:25:15,083, fd443bb3eefd4c3e80ad2b225d251774: Received request to upgrade to websocket, INFO
engineio.server, 89, 2022-09-15 19:25:15,089, fd443bb3eefd4c3e80ad2b225d251774: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 90, 2022-09-15 19:25:15,090, received event "joined" from fd443bb3eefd4c3e80ad2b225d251774 [/chat], INFO
socketio.server, 90, 2022-09-15 19:25:15,090, fd443bb3eefd4c3e80ad2b225d251774 is entering room しし [/chat], INFO
socketio.server, 91, 2022-09-15 19:25:15,091, emitting event "status" to しし [/chat], INFO
engineio.server, 91, 2022-09-15 19:25:15,091, 6447a370ce364f969945cbb15510bdf2: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 92, 2022-09-15 19:25:15,092, fd443bb3eefd4c3e80ad2b225d251774: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 95, 2022-09-15 19:25:15,095, fd443bb3eefd4c3e80ad2b225d251774: Upgrade to websocket successful, INFO
engineio.server, 688, 2022-09-15 19:25:46,688, Server initialized for eventlet., INFO
werkzeug, 694, 2022-09-15 19:25:46,694,  * Restarting with stat, INFO
engineio.server, 526, 2022-09-15 19:25:47,526, Server initialized for eventlet., INFO
werkzeug, 531, 2022-09-15 19:25:47,531,  * Debugger is active!, WARNING
werkzeug, 535, 2022-09-15 19:25:47,535,  * Debugger PIN: 141-603-018, INFO
engineio.server, 230, 2022-09-15 19:25:48,230, f2c75c38bfe74403b2fc57f5caf8c48f: Sending packet OPEN data {'sid': 'f2c75c38bfe74403b2fc57f5caf8c48f', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 230, 2022-09-15 19:25:48,230, f2c75c38bfe74403b2fc57f5caf8c48f: Sending packet MESSAGE data 0, INFO
engineio.server, 239, 2022-09-15 19:25:48,239, f2c75c38bfe74403b2fc57f5caf8c48f: Received packet MESSAGE data 0/chat, INFO
engineio.server, 242, 2022-09-15 19:25:48,242, f2c75c38bfe74403b2fc57f5caf8c48f: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 247, 2022-09-15 19:25:48,247, f2c75c38bfe74403b2fc57f5caf8c48f: Received request to upgrade to websocket, INFO
engineio.server, 259, 2022-09-15 19:25:48,259, f2c75c38bfe74403b2fc57f5caf8c48f: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 259, 2022-09-15 19:25:48,259, received event "joined" from f2c75c38bfe74403b2fc57f5caf8c48f [/chat], INFO
socketio.server, 273, 2022-09-15 19:25:48,273, f2c75c38bfe74403b2fc57f5caf8c48f is entering room しし [/chat], INFO
socketio.server, 273, 2022-09-15 19:25:48,273, emitting event "status" to しし [/chat], INFO
engineio.server, 274, 2022-09-15 19:25:48,274, f2c75c38bfe74403b2fc57f5caf8c48f: Sending packet MESSAGE data 2/chat,["status",{"msg":"asds\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 280, 2022-09-15 19:25:48,280, f2c75c38bfe74403b2fc57f5caf8c48f: Upgrade to websocket successful, INFO
engineio.server, 875, 2022-09-15 19:25:52,875, 6be93de235504668a3cae83e7b1d0757: Sending packet OPEN data {'sid': '6be93de235504668a3cae83e7b1d0757', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 875, 2022-09-15 19:25:52,875, 6be93de235504668a3cae83e7b1d0757: Sending packet MESSAGE data 0, INFO
engineio.server, 901, 2022-09-15 19:25:52,901, 6be93de235504668a3cae83e7b1d0757: Received packet MESSAGE data 0/chat, INFO
engineio.server, 901, 2022-09-15 19:25:52,901, 6be93de235504668a3cae83e7b1d0757: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 912, 2022-09-15 19:25:52,912, 6be93de235504668a3cae83e7b1d0757: Received request to upgrade to websocket, INFO
engineio.server, 925, 2022-09-15 19:25:52,925, 6be93de235504668a3cae83e7b1d0757: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 926, 2022-09-15 19:25:52,926, received event "joined" from 6be93de235504668a3cae83e7b1d0757 [/chat], INFO
socketio.server, 932, 2022-09-15 19:25:52,932, 6be93de235504668a3cae83e7b1d0757 is entering room しし [/chat], INFO
socketio.server, 933, 2022-09-15 19:25:52,933, emitting event "status" to しし [/chat], INFO
engineio.server, 933, 2022-09-15 19:25:52,933, f2c75c38bfe74403b2fc57f5caf8c48f: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 934, 2022-09-15 19:25:52,934, 6be93de235504668a3cae83e7b1d0757: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 939, 2022-09-15 19:25:52,939, 6be93de235504668a3cae83e7b1d0757: Upgrade to websocket successful, INFO
engineio.server, 786, 2022-09-15 19:32:44,786, Server initialized for eventlet., INFO
werkzeug, 792, 2022-09-15 19:32:44,792,  * Restarting with stat, INFO
engineio.server, 651, 2022-09-15 19:32:45,651, Server initialized for eventlet., INFO
werkzeug, 655, 2022-09-15 19:32:45,655,  * Debugger is active!, WARNING
werkzeug, 659, 2022-09-15 19:32:45,659,  * Debugger PIN: 141-603-018, INFO
engineio.server, 39, 2022-09-15 19:32:46,039, bf18ee65ba724cd2bf401e22edf33622: Sending packet OPEN data {'sid': 'bf18ee65ba724cd2bf401e22edf33622', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 39, 2022-09-15 19:32:46,039, bf18ee65ba724cd2bf401e22edf33622: Sending packet MESSAGE data 0, INFO
engineio.server, 46, 2022-09-15 19:32:46,046, bf18ee65ba724cd2bf401e22edf33622: Received packet MESSAGE data 0/chat, INFO
engineio.server, 47, 2022-09-15 19:32:46,047, bf18ee65ba724cd2bf401e22edf33622: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 49, 2022-09-15 19:32:46,049, bf18ee65ba724cd2bf401e22edf33622: Received request to upgrade to websocket, INFO
engineio.server, 79, 2022-09-15 19:32:46,079, bf18ee65ba724cd2bf401e22edf33622: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 80, 2022-09-15 19:32:46,080, received event "joined" from bf18ee65ba724cd2bf401e22edf33622 [/chat], INFO
socketio.server, 81, 2022-09-15 19:32:46,081, bf18ee65ba724cd2bf401e22edf33622 is entering room しし [/chat], INFO
socketio.server, 82, 2022-09-15 19:32:46,082, emitting event "status" to しし [/chat], INFO
engineio.server, 82, 2022-09-15 19:32:46,082, bf18ee65ba724cd2bf401e22edf33622: Sending packet MESSAGE data 2/chat,["status",{"msg":"asds\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 88, 2022-09-15 19:32:46,088, bf18ee65ba724cd2bf401e22edf33622: Upgrade to websocket successful, INFO
engineio.server, 929, 2022-09-15 19:32:47,929, 1a50a10a7a734f80b78be33229c56454: Sending packet OPEN data {'sid': '1a50a10a7a734f80b78be33229c56454', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
